certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
6700,1.46317e+06,1.447506e+06,0.9892944770600819,98.92944770600819
6725,1.46317e+06,1.447538e+06,0.9893163473827374,98.93163473827374
6750,1.46317e+06,1.447585e+06,0.9893484694191379,98.93484694191379
6775,1.46317e+06,1.447615e+06,0.9893689728466275,98.93689728466275
6800,1.46317e+06,1.447647e+06,0.9893908431692832,98.93908431692832
6825,1.46317e+06,1.447679e+06,0.9894127134919387,98.94127134919387
6850,1.46317e+06,1.447711e+06,0.9894345838145944,98.94345838145944
6875,1.46317e+06,1.447746e+06,0.989458504479999,98.94585044799989
6900,1.46317e+06,1.447786e+06,0.9894858423833184,98.94858423833185
6925,1.46317e+06,1.447814e+06,0.989504978915642,98.95049789156421
6950,1.46317e+06,1.44785e+06,0.9895295830286296,98.95295830286297
6975,1.46317e+06,1.447966e+06,0.9896088629482562,98.96088629482561
7000,1.46317e+06,1.448004e+06,0.9896348339564097,98.96348339564098
7025,1.46317e+06,1.448067e+06,0.989677891154138,98.9677891154138
7050,1.46317e+06,1.448099e+06,0.9896997614767935,98.96997614767935
7075,1.46317e+06,1.448118e+06,0.9897127469808703,98.97127469808703
7100,1.46317e+06,1.448155e+06,0.9897380345414408,98.97380345414409
7125,1.46317e+06,1.448178e+06,0.9897537538358495,98.97537538358496
7150,1.46317e+06,1.44821e+06,0.9897756241585052,98.97756241585051
7175,1.46317e+06,1.448244e+06,0.9897988613763268,98.97988613763268
7200,1.46317e+06,1.448264e+06,0.9898125303279866,98.98125303279865
7225,1.46317e+06,1.448287e+06,0.9898282496223952,98.98282496223952
7250,1.46317e+06,1.448311e+06,0.9898446523643869,98.9844652364387
7275,1.46317e+06,1.448331e+06,0.9898583213160467,98.98583213160467
7300,1.46317e+06,1.448348e+06,0.9898699399249574,98.98699399249574
7325,1.46317e+06,1.448365e+06,0.9898815585338683,98.98815585338683
7350,1.46317e+06,1.448391e+06,0.9898993281710259,98.9899328171026
7375,1.46317e+06,1.448414e+06,0.9899150474654347,98.99150474654347
7400,1.46317e+06,1.448435e+06,0.9899293998646774,98.99293998646773
7425,1.46317e+06,1.448471e+06,0.989954003977665,98.99540039776649
7450,1.46317e+06,1.448507e+06,0.9899786080906525,98.99786080906524
7475,1.46317e+06,1.448566e+06,0.9900189314980488,99.00189314980487
7500,1.46317e+06,1.448681e+06,0.9900975279700923,99.00975279700923
7525,1.46317e+06,1.448784e+06,0.9901679230711401,99.016792307114
7550,1.46317e+06,1.448818e+06,0.9901911602889616,99.01911602889616
7575,1.46317e+06,1.448841e+06,0.9902068795833704,99.02068795833704
7600,1.46317e+06,1.448868e+06,0.990225332668111,99.0225332668111
7625,1.46317e+06,1.448899e+06,0.9902465195431837,99.02465195431836
7650,1.46317e+06,1.448921e+06,0.9902615553900094,99.02615553900094
7675,1.46317e+06,1.448952e+06,0.990282742265082,99.0282742265082
7700,1.46317e+06,1.448971e+06,0.9902957277691588,99.02957277691587
