trial,order,absolute_interaction_mass,normalized_mass
91,5,17.742437460304014,0.678857171867144
91,6,2.568937686940064,0.09829211892451964
91,7,1.4210854715202004e-14,5.437325431390641e-16
92,1,13.131576985577421,0.6130773363468548
92,2,3.1100735247155313,0.1452008082859844
92,3,2.3240001547440734,0.10850119723663365
92,4,22.76420608881809,1.0627983865389314
92,5,23.266007861362844,1.0862261358811283
92,6,6.499564504343507,0.30344685167013596
92,7,1.4210854715202004e-14,6.63465855287379e-16
93,1,14.233169459422204,0.42113906449879324
93,2,15.845590377039713,0.46884828617002106
93,3,12.866085720365566,0.3806890179649416
93,4,28.630255303117025,0.8471281796433966
93,5,38.53671239498138,1.140246032561488
93,6,13.245311343996626,0.3919097601071095
93,7,1.7763568394002505e-15,5.2559850403932695e-17
94,1,11.227128005271833,0.5009683113126673
94,2,5.536698131287697,0.2470543055870361
94,3,5.987137063709209,0.26715344681164194
94,4,20.103590988039876,0.8970470474612752
94,5,12.087721375559973,0.5393690498842489
94,6,2.1818028386561004,0.09735473606299783
94,7,0.0,0.0
95,1,12.311552069890308,0.4565055080794036
95,2,10.188873782957899,0.37779777696928113
95,3,7.798385157650543,0.28915978735927644
95,4,21.200842691045487,0.7861154637080181
95,5,11.951170763524377,0.44314276953669407
95,6,8.881784197001252e-14,3.2933162159300354e-15
95,7,4.973799150320701e-14,1.84425708092082e-15
96,1,12.257421848221561,0.9999999999999994
96,2,2.1316282072803006e-14,1.7390510285730101e-15
96,3,2.1316282072803006e-14,1.7390510285730101e-15
96,4,7.105427357601002e-15,5.796836761910034e-16
96,5,0.0,0.0
96,6,0.0,0.0
96,7,0.0,0.0
97,1,6.046657437810056,0.30486526852003265
97,2,6.917200274363255,0.34875700182121705
97,3,8.322651086079393,0.4196181583382497
97,4,14.193385731518466,0.7156136091306226
97,5,9.195721721523613,0.46363734024977826
97,6,3.552713678800501e-15,1.7912359362209519e-16
97,7,3.552713678800501e-15,1.7912359362209519e-16
98,1,4.0238235672254845,0.20998302678440722
98,2,3.774285596290788,0.19696090055071724
98,3,9.08551559776587,0.47412716617475686
98,4,28.569969090215857,1.4909223738249215
98,5,16.10548120799665,0.8404637120325849
98,6,2.842170943040401e-14,1.4831854510704318e-15
98,7,3.552713678800501e-15,1.8539818138380397e-16
99,1,11.288350738120005,0.43518161714261877
99,2,9.595125123250146,0.3699054152987089
99,3,12.168861259583133,0.4691265220743405
99,4,22.5106152585686,0.8678155187026623
99,5,13.520295910277804,0.5212262069969428
99,6,0.698666731056294,0.026934573961994203
99,7,1.0658141036401503e-14,4.108861568494971e-16
